smiles,dielectric_constant,band_gap_eV,Tg_K,monomer,reaction_type,temperature_K,solvent,reaction_time_hours,source,SMILES
[*]C(=O)c1ccc(C4H4CdO4)cc1[*],6.3197,5.4901,359.2,O=C(O)c1ccc(C4H4CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4CdO4)cc1[*]
[*]C(=O)c1ccc(C8H12O2)cc1[*],3.1614,5.13,375.6,O=C(O)c1ccc(C8H12O2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12O2)cc1[*]
[*]C(=O)c1ccc(C7H10CdO4)cc1[*],5.1008,5.583,369.7,O=C(O)c1ccc(C7H10CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H10CdO4)cc1[*]
[*]C(=O)c1ccc(C8H12CdO4)cc1[*],5.9998,5.3694,373.2,O=C(O)c1ccc(C8H12CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12CdO4)cc1[*]
[*]C(=O)c1ccc(C7H10CdO4)cc1[*],6.0668,3.4874,369.7,O=C(O)c1ccc(C7H10CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H10CdO4)cc1[*]
[*]C(=O)c1ccc(C18H20O6)cc1[*],3.8571,4.3162,405.8,O=C(O)c1ccc(C18H20O6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H20O6)cc1[*]
[*]C(=O)c1ccc(C16H24O4)cc1[*],3.5777,4.5595,401.2,O=C(O)c1ccc(C16H24O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H24O4)cc1[*]
[*]C(=O)c1ccc(C20H24O2)cc1[*],3.6592,3.0482,417.6,O=C(O)c1ccc(C20H24O2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H24O2)cc1[*]
[*]C(=O)c1ccc(C18H20O4)cc1[*],4.8645,4.8729,408.2,O=C(O)c1ccc(C18H20O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H20O4)cc1[*]
[*]C(=O)c1ccc(C7H10CdO4)cc1[*],5.1556,3.3577,369.7,O=C(O)c1ccc(C7H10CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H10CdO4)cc1[*]
[*]C(=O)c1ccc(C8H12CdO4)cc1[*],6.2073,5.6477,373.2,O=C(O)c1ccc(C8H12CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12CdO4)cc1[*]
[*]C(=O)c1ccc(C7H10CdO4)cc1[*],5.049,5.5643,369.7,O=C(O)c1ccc(C7H10CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H10CdO4)cc1[*]
[*]C(=O)c1ccc(C4H4CdO4)cc1[*],6.4455,5.493,359.2,O=C(O)c1ccc(C4H4CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4CdO4)cc1[*]
[*]C(=O)c1ccc(C4H8)cc1[*],2.7234,8.0416,364.0,O=C(O)c1ccc(C4H8)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C4H8)cc1[*]
[*]C(=O)c1ccc(C10H6OS2)cc1[*],4.8639,2.3893,383.8,O=C(O)c1ccc(C10H6OS2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H6OS2)cc1[*]
[*]C(=O)c1ccc(C20H24O6)cc1[*],3.5102,4.7679,412.8,O=C(O)c1ccc(C20H24O6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H24O6)cc1[*]
[*]C(=O)c1ccc(C4H4CdO4)cc1[*],5.6063,5.5758,359.2,O=C(O)c1ccc(C4H4CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4CdO4)cc1[*]
[*]C(=O)c1ccc(C4H4O4Zn)cc1[*],6.5227,6.3686,359.2,O=C(O)c1ccc(C4H4O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O4Zn)cc1[*]
[*]C(=O)c1ccc(C4H4O4Zn)cc1[*],5.7036,6.0336,359.2,O=C(O)c1ccc(C4H4O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O4Zn)cc1[*]
[*]C(=O)c1ccc(C6H12N2O4)cc1[*],3.663,5.8624,376.2,O=C(O)c1ccc(C6H12N2O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C6H12N2O4)cc1[*]
[*]C(=O)c1ccc(C12H8N2O4)cc1[*],4.6518,3.2312,397.2,O=C(O)c1ccc(C12H8N2O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C12H8N2O4)cc1[*]
[*]C(=O)c1ccc(C16H2N10S4)cc1[*],6.4373,1.5555,456.0,O=C(O)c1ccc(C16H2N10S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H2N10S4)cc1[*]
[*]C(=O)c1ccc(C40H32N8O2S4)cc1[*],5.9608,2.9335,527.6,O=C(O)c1ccc(C40H32N8O2S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C40H32N8O2S4)cc1[*]
[*]C(=O)c1ccc(C14H26O4Ti)cc1[*],3.7915,4.2215,394.2,O=C(O)c1ccc(C14H26O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C14H26O4Ti)cc1[*]
[*]C(=O)c1ccc(C6H8CaO4)cc1[*],4.9485,6.8131,366.2,O=C(O)c1ccc(C6H8CaO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8CaO4)cc1[*]
[*]C(=O)c1ccc(C26H32N4O10)cc1[*],3.9403,4.5315,449.0,O=C(O)c1ccc(C26H32N4O10)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C26H32N4O10)cc1[*]
[*]C(=O)c1ccc(C4H2N2O4S2)cc1[*],5.7941,2.095,369.2,O=C(O)c1ccc(C4H2N2O4S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C4H2N2O4S2)cc1[*]
[*]C(=O)c1ccc(C20H14N2O2S2)cc1[*],4.1471,3.4138,427.6,O=C(O)c1ccc(C20H14N2O2S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C20H14N2O2S2)cc1[*]
[*]C(=O)c1ccc(C22H14N2S4)cc1[*],6.8448,1.4764,437.0,O=C(O)c1ccc(C22H14N2S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C22H14N2S4)cc1[*]
[*]C(=O)c1ccc(C14H9NS2)cc1[*],7.3773,1.6397,404.0,O=C(O)c1ccc(C14H9NS2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C14H9NS2)cc1[*]
[*]C(=O)c1ccc(C8H12O4Zn)cc1[*],7.1745,5.8554,373.2,O=C(O)c1ccc(C8H12O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12O4Zn)cc1[*]
[*]C(=O)c1ccc(C7H10O4Zn)cc1[*],9.2803,6.0604,369.7,O=C(O)c1ccc(C7H10O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H10O4Zn)cc1[*]
[*]C(=O)c1ccc(C16H8O4S2)cc1[*],5.2421,2.0547,401.2,O=C(O)c1ccc(C16H8O4S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H8O4S2)cc1[*]
[*]C(=O)c1ccc(C18H24O2)cc1[*],3.3174,3.56,410.6,O=C(O)c1ccc(C18H24O2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H24O2)cc1[*]
[*]C(=O)c1ccc(C18H20O8)cc1[*],3.5698,4.7113,403.4,O=C(O)c1ccc(C18H20O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H20O8)cc1[*]
[*]C(=O)c1ccc(C24H20S2)cc1[*],3.4143,4.0831,434.0,O=C(O)c1ccc(C24H20S2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C24H20S2)cc1[*]
[*]C(=O)c1ccc(C10H6S3)cc1[*],4.3583,2.2961,385.0,O=C(O)c1ccc(C10H6S3)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C10H6S3)cc1[*]
[*]C(=O)c1ccc(C11H18CdO4)cc1[*],4.3829,5.5842,383.7,O=C(O)c1ccc(C11H18CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H18CdO4)cc1[*]
[*]C(=O)c1ccc(C12H20CdO4)cc1[*],4.2008,6.0245,387.2,O=C(O)c1ccc(C12H20CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H20CdO4)cc1[*]
[*]C(=O)c1ccc(C19H12S)cc1[*],4.5895,1.6353,416.5,O=C(O)c1ccc(C19H12S)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C19H12S)cc1[*]
[*]C(=O)c1ccc(C10H4O4S4)cc1[*],4.5198,3.0437,380.2,O=C(O)c1ccc(C10H4O4S4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H4O4S4)cc1[*]
[*]C(=O)c1ccc(C11H18CdO4)cc1[*],4.5306,5.4651,383.7,O=C(O)c1ccc(C11H18CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H18CdO4)cc1[*]
[*]C(=O)c1ccc(C12H20CdO4)cc1[*],4.7638,5.9978,387.2,O=C(O)c1ccc(C12H20CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H20CdO4)cc1[*]
[*]C(=O)c1ccc(C9H14CdO4)cc1[*],4.7012,5.5947,376.7,O=C(O)c1ccc(C9H14CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C9H14CdO4)cc1[*]
[*]C(=O)c1ccc(C22H12O2S4)cc1[*],5.4845,2.0472,424.6,O=C(O)c1ccc(C22H12O2S4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C22H12O2S4)cc1[*]
[*]C(=O)c1ccc(C12H8S2)cc1[*],4.8758,1.9959,392.0,O=C(O)c1ccc(C12H8S2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C12H8S2)cc1[*]
[*]C(=O)c1ccc(C10H16CdO4)cc1[*],4.4906,5.3262,380.2,O=C(O)c1ccc(C10H16CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H16CdO4)cc1[*]
[*]C(=O)c1ccc(C22H22O4)cc1[*],3.8496,2.8457,422.2,O=C(O)c1ccc(C22H22O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C22H22O4)cc1[*]
[*]C(=O)c1ccc(C8H8O)cc1[*],3.4547,4.8019,376.8,O=C(O)c1ccc(C8H8O)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H8O)cc1[*]
[*]C(=O)c1ccc(C16H24O8)cc1[*],3.2782,6.5173,396.4,O=C(O)c1ccc(C16H24O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H24O8)cc1[*]
[*]C(=O)c1ccc(C18H10N2S6)cc1[*],6.4607,1.9993,423.0,O=C(O)c1ccc(C18H10N2S6)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C18H10N2S6)cc1[*]
[*]C(=O)c1ccc(C10H6N2O2S4)cc1[*],5.0407,2.6588,392.6,O=C(O)c1ccc(C10H6N2O2S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C10H6N2O2S4)cc1[*]
[*]C(=O)c1ccc(C5H6O4Zn)cc1[*],5.6187,6.0297,362.7,O=C(O)c1ccc(C5H6O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6O4Zn)cc1[*]
[*]C(=O)c1ccc(C6H8O4Zn)cc1[*],6.144,4.3764,366.2,O=C(O)c1ccc(C6H8O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8O4Zn)cc1[*]
[*]C(=O)c1ccc(C13H11N)cc1[*],4.2894,3.4971,400.5,O=C(O)c1ccc(C13H11N)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C13H11N)cc1[*]
[*]C(=O)c1ccc(C10H14N2O4)cc1[*],3.6818,3.9691,390.2,O=C(O)c1ccc(C10H14N2O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C10H14N2O4)cc1[*]
[*]C(=O)c1ccc(C16H14N2O2)cc1[*],4.973,3.1968,413.6,O=C(O)c1ccc(C16H14N2O2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H14N2O2)cc1[*]
[*]C(=O)c1ccc(C12H20N4O4)cc1[*],3.8072,6.0089,407.2,O=C(O)c1ccc(C12H20N4O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C12H20N4O4)cc1[*]
[*]C(=O)c1ccc(C4H2N2O4S2)cc1[*],5.7383,1.8481,369.2,O=C(O)c1ccc(C4H2N2O4S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C4H2N2O4S2)cc1[*]
[*]C(=O)c1ccc(C4H4O4Zn)cc1[*],7.5049,5.6738,359.2,O=C(O)c1ccc(C4H4O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O4Zn)cc1[*]
[*]C(=O)c1ccc(C10H16AlClO4)cc1[*],3.8938,5.99,380.2,O=C(O)c1ccc(C10H16AlClO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H16AlClO4)cc1[*]
[*]C(=O)c1ccc(C4H2N2O4S2)cc1[*],5.536,2.5812,369.2,O=C(O)c1ccc(C4H2N2O4S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C4H2N2O4S2)cc1[*]
[*]C(=O)c1ccc(C4H4O4Zn)cc1[*],9.0963,5.8496,359.2,O=C(O)c1ccc(C4H4O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O4Zn)cc1[*]
[*]C(=O)c1ccc(C4H4CdO4)cc1[*],11.6723,5.1511,359.2,O=C(O)c1ccc(C4H4CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4CdO4)cc1[*]
[*]C(=O)c1ccc(C16H28O10)cc1[*],3.2965,7.0569,394.0,O=C(O)c1ccc(C16H28O10)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H28O10)cc1[*]
[*]C(=O)c1ccc(C14H24O12)cc1[*],3.8923,5.9176,384.6,O=C(O)c1ccc(C14H24O12)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C14H24O12)cc1[*]
[*]C(=O)c1ccc(C6H8CdO4)cc1[*],6.3183,5.5327,366.2,O=C(O)c1ccc(C6H8CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8CdO4)cc1[*]
[*]C(=O)c1ccc(C10H8S2)cc1[*],3.8258,2.7315,385.0,O=C(O)c1ccc(C10H8S2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C10H8S2)cc1[*]
[*]C(=O)c1ccc(C26H22N2)cc1[*],3.92,3.7655,451.0,O=C(O)c1ccc(C26H22N2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C26H22N2)cc1[*]
[*]C(=O)c1ccc(C5H6CdO4)cc1[*],6.4739,5.5594,362.7,O=C(O)c1ccc(C5H6CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6CdO4)cc1[*]
[*]C(=O)c1ccc(C42H28)cc1[*],3.826,1.7557,497.0,O=C(O)c1ccc(C42H28)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C42H28)cc1[*]
[*]C(=O)c1ccc(C30H22)cc1[*],3.4101,3.8192,455.0,O=C(O)c1ccc(C30H22)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C30H22)cc1[*]
[*]C(=O)c1ccc(C12H12)cc1[*],3.0566,4.9746,392.0,O=C(O)c1ccc(C12H12)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C12H12)cc1[*]
[*]C(=O)c1ccc(C28H36)cc1[*],2.9891,5.3148,448.0,O=C(O)c1ccc(C28H36)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C28H36)cc1[*]
[*]C(=O)c1ccc(C22H18N2S2)cc1[*],3.9807,3.5013,437.0,O=C(O)c1ccc(C22H18N2S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C22H18N2S2)cc1[*]
[*]C(=O)c1ccc(C5H6CdO4)cc1[*],6.4703,5.3379,362.7,O=C(O)c1ccc(C5H6CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6CdO4)cc1[*]
[*]C(=O)c1ccc(C6H8CdO4)cc1[*],5.2999,5.7145,366.2,O=C(O)c1ccc(C6H8CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8CdO4)cc1[*]
[*]C(=O)c1ccc(C16H12O2S2)cc1[*],3.771,3.7121,403.6,O=C(O)c1ccc(C16H12O2S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H12O2S2)cc1[*]
[*]C(=O)c1ccc(C8H16O4)cc1[*],3.0718,8.5845,373.2,O=C(O)c1ccc(C8H16O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H16O4)cc1[*]
[*]C(=O)c1ccc(C18H28O6)cc1[*],3.2043,5.4882,405.8,O=C(O)c1ccc(C18H28O6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H28O6)cc1[*]
[*]C(=O)c1ccc(C4H4CdO4)cc1[*],5.9099,5.4851,359.2,O=C(O)c1ccc(C4H4CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4CdO4)cc1[*]
[*]C(=O)c1ccc(C4H4O4Zn)cc1[*],6.1298,6.1707,359.2,O=C(O)c1ccc(C4H4O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O4Zn)cc1[*]
[*]C(=O)c1ccc(C10H16AlClO4)cc1[*],3.3586,5.3547,380.2,O=C(O)c1ccc(C10H16AlClO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H16AlClO4)cc1[*]
[*]C(=O)c1ccc(C14H10N2O4)cc1[*],4.7328,3.4546,404.2,O=C(O)c1ccc(C14H10N2O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C14H10N2O4)cc1[*]
[*]C(=O)c1ccc(C6H2N2O2S4)cc1[*],11.8689,1.5026,378.6,O=C(O)c1ccc(C6H2N2O2S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C6H2N2O2S4)cc1[*]
[*]C(=O)c1ccc(C3H2O4Zn)cc1[*],8.5674,2.773,355.7,O=C(O)c1ccc(C3H2O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C3H2O4Zn)cc1[*]
[*]C(=O)c1ccc(C10H10N6O2)cc1[*],4.3717,4.0319,412.6,O=C(O)c1ccc(C10H10N6O2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C10H10N6O2)cc1[*]
[*]C(=O)c1ccc(C26H22N2)cc1[*],4.1941,3.3789,451.0,O=C(O)c1ccc(C26H22N2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C26H22N2)cc1[*]
[*]C(=O)c1ccc(C8H10N2O6)cc1[*],4.7912,3.7381,380.8,O=C(O)c1ccc(C8H10N2O6)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C8H10N2O6)cc1[*]
[*]C(=O)c1ccc(C6H8O4Zn)cc1[*],5.5491,6.3114,366.2,O=C(O)c1ccc(C6H8O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8O4Zn)cc1[*]
[*]C(=O)c1ccc(C18H13N)cc1[*],4.2948,2.9094,418.0,O=C(O)c1ccc(C18H13N)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C18H13N)cc1[*]
[*]C(=O)c1ccc(C16H10N2O2S4)cc1[*],4.1339,3.9124,413.6,O=C(O)c1ccc(C16H10N2O2S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H10N2O2S4)cc1[*]
[*]C(=O)c1ccc(C5H6O4Zn)cc1[*],4.8164,6.3456,362.7,O=C(O)c1ccc(C5H6O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6O4Zn)cc1[*]
[*]C(=O)c1ccc(C5H3NO2S)cc1[*],5.6369,2.0324,370.1,O=C(O)c1ccc(C5H3NO2S)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C5H3NO2S)cc1[*]
[*]C(=O)c1ccc(C16H28O12)cc1[*],3.529,7.6001,391.6,O=C(O)c1ccc(C16H28O12)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H28O12)cc1[*]
[*]C(=O)c1ccc(C16H28O8)cc1[*],3.1747,6.9783,396.4,O=C(O)c1ccc(C16H28O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H28O8)cc1[*]
[*]C(=O)c1ccc(C24H16O2S2)cc1[*],4.0826,3.4106,431.6,O=C(O)c1ccc(C24H16O2S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C24H16O2S2)cc1[*]
[*]C(=O)c1ccc(C15H10S2)cc1[*],3.9209,2.512,402.5,O=C(O)c1ccc(C15H10S2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C15H10S2)cc1[*]
[*]C(=O)c1ccc(C10H16CdO4)cc1[*],4.4043,5.3489,380.2,O=C(O)c1ccc(C10H16CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H16CdO4)cc1[*]
[*]C(=O)c1ccc(C8H12CdO4)cc1[*],5.2158,5.5404,373.2,O=C(O)c1ccc(C8H12CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12CdO4)cc1[*]
[*]C(=O)c1ccc(C24H16O4)cc1[*],3.9258,3.6966,429.2,O=C(O)c1ccc(C24H16O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C24H16O4)cc1[*]
[*]C(=O)c1ccc(C11H18CdO4)cc1[*],4.292,4.8404,383.7,O=C(O)c1ccc(C11H18CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H18CdO4)cc1[*]
[*]C(=O)c1ccc(C13H8OS)cc1[*],4.5774,2.8665,394.3,O=C(O)c1ccc(C13H8OS)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C13H8OS)cc1[*]
[*]C(=O)c1ccc(C10H16CdO4)cc1[*],4.9076,5.4281,380.2,O=C(O)c1ccc(C10H16CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H16CdO4)cc1[*]
